codigoItem;descricaoItem
3555;REANIMADOR DE SILICONE COM RESERVATORIO ADULTO (AMBU)
3556;REANIMADOR DE SILICONE COM RESERVATORIO INFANTIL (AMBU)
3560;PROTETOR FACIAL - FACE SHIELDS
3561;FILTRO ELETROSTATICO BACTERIANOVIRAL COM FLUXO BIDIRECIONAL  ESPACO MORTO PARA VENTILACAO MECANICA (HEPA)
3565;AMOXICILINA + CLAVULANATO DE POTASSIO 500 MG + 125 MG COMPRIMIDO REVESTIDO
3575;MACAC�O PARA PROTE��O TAM GRANDE (G)
3576;MACACAO PARA PROTECAO TAM EXTRA GRANDE (EG)
3585;MASCARA DE VENTURI PEDIATRICO
3586;SONDA URETRAL N 10
3587;SONDA URETRAL N 12
3591;TUBO ENDOTRAQUEAL 7,5 SEM BALAO
3594;TUBO ENDOTRAQUEAL 8,0 SEM BALAO
3595;TUBO ENDOTRAQUEAL 9,0 SEM BALAO
3597;TUBO ENDOTRAQUEAL N�10 COM BAL�O
3599;COMPRESSA TIPO CAMPO OPERATORIO 45 X 50 PCT C50 UND
3601;BOLSA COLETORA DE URINA SISTEMA FECHADO 2000ML
3602;FITA HIPOALERGENICA MICROPOROSA 125MM X 10M
3618;AVENTAL CIRURGICO ESTERIL IMPERMEAVEL LAMINADO TAM G GRAMATURA DE 48 A 55
3622;BROCA CARBIDE ENDO Z 25MM
3631;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1015HL
3633;LUVA PROCEDIMENTO ISENTA DE LATEX E ISENTA DE PO TAMANHO G (
3642;MASCARA DESCARTAVEL SEM AJUSTE NASAL (TNT TECIDO)
3643;COLETOR DE URINA INFANTIL SISTEMA FECHADO 500 A 1000ML
3647;SACO POLIETILENO TAM 1000 X 2300 X 018 MM (OBITOS)
3648;SACO PARA OBITO ZIPADO NA PARTE FRONTAL 220 X 90
3649;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3122FF
3653;MASCARA PARA TRAQUEOSTOMIA PEDIATRICA
3658;MASCARA DE LARINGEA N� 1.0
3659;MASCARA DE LARINGEA N� 1.5
3660;MASCARA DE LARINGEA N� 2.0
3661;MASCARA DE LARINGEA N� 2.5
3662;MASCARA DE LARINGEA N� 3.0
3668;CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO VERMARQUETE
3670;MEPOLIZUMABE 100MG (NUCALA)
3674;SACUBITRIL 49MG VALSARTANA 51MG (ENTRESTO)
3675;SACUBITRIL 24MG VALSARTANA 26MG (ENTRESTO)
3676;SACUBITRIL 97MG VALSARTANA 103MG (ENTRESTO)
3677;ELASTICO ORTODONTICO CORRENTE MEDIO AZUL 1,5M (ROLO)
3679;ELASTICO EM CORRENTE MEDIO BLACK 1,5M (ROLO)
3682;ELETRODO PARA ESTIMULACAO DO NERVO SACRAL (MEDTRONIC) - 1186125
3686;AVENTAL CIRURGICO ESTERIL TAM GRANDE GRAMATURA 40
3688;SONDA PARA ASPIRA��O TRAQUEAL N� 12
3699;RESINA FOTO NANO-HIBRIDA PARA RESTAURA��ES DIRETAS TPH - COR A1
3702;AZTREONAM 75 MG (CAYSTON)
3703;COLISTIMETATO DE SODIO 1.000.000 UI
3703;COLISTIMETATO DE SODIO 100000O UI
3736;RISPERIDONA 1MG/ML SOLU��O(PORT. 344/98 - C1)
3747;NEBIVOLOL 5MG (LOBEAT)
3752;FRALDA DESCARTAVEL INFANTIL XXG DE 14KG A 18KG (HUGGIES SUPR
3763;FRALDA DESCARTAVEL EXTRA GRANDE (EG) ACIMA DE 90KG (CONFORT
3765;BOLSA PARA OSTOMIA URIN�RIA  INFANTIL COM TELA PROTETORA ENTRE 10 E 35MM  REF 17480
3774;ALAVANCA APICAL 301 RETA INFANTIL EM ACO INOX
3775;ALAVANCA APICAL 302 ESQUERDA INFANTIL EM ACO INOX
3776;ALAVANCA APICAL 303 DIREITA INFANTIL EM ACO INOX
3777;ALAVANCA APICAL 302 ESQUERDA ADULTO EM ACO INOX
3784;LANREOTIDA ACETADO 120MG SERINGA 05ML
3799;SABONETE NEUTRO COM GLICERINA -  1LITRO
3806;BOLSA PARA OSTOMIA INTESTINAL UMA PECA 10 A 76MM REF 17491
3884;SONDA FOLEY SILICONE 02 VIAS C/BALAO N� 22
3960;COLETOR DE MUCOSIDADE 70ML
3981;FIO DE SUTURA -POLIDIOXANONA 4-0 AGULHA DE 38 CORPO TRIANGU
4002;CATETER ACESSO VENOSO CENTRAL MONO LUMEN PEDIATRICO 22GA X 10CM (3FR)
4003;LANCETA AUTOMATICA
4012;ESCOVA DE FELTRO PARA ACABAMENTO EM PROTESE
4013;EMBALAGEM DESCARTAVEL EM MANTA SMS PESADA 60 X 60
4014;EMBALAGEM DESCARTAVEL EM MANTA SMS PESADA 120 X 120
4015;EMBALAGEM DESCARTAVEL EM MANTA SMS PESADA 75 X 75
4016;RESINA NANO-HIBRIDAS PARA RESTAURA��ES DIRETAS TPH - COR A 3,5
4017;RESINA FOTO BIS-GMA TPH COR A2
4018;RESINA FOTO NANO-HIBRIDA BIS-GMA TPH - COR A3
4022;SONDA ESTOMACAL (NASOG�STRICA) LONGA N� 20
4024;ALGINATO TIPO 2 PRESA NORMAL LIVRE DE POEIRA
4035;FIO SUTURA - POLIESTERALGODAO 4-0 NAO AGULHADO 15 X 45CM
4040;FIO DE SUTURA - POLIESTER 4-0,COM 2 AGULHA DE 1/2 CORPO QUADRADO PONTA CONICA 1.5CM - CARDIOVASCULAR
4043;VERNIZ FORRADOR DE CAVIDADES 15ML
4059;PELICULA PERIAPICAL ADULTO EM POLIESTER COM EMULSAO FOTOSSEN
4064;EQUIPO DE INFUSAO PARA BOMBA COM BURETA - EUROFIX COMPACT CG
4066;FILME LASER DRYVIEW 20 X 25 CM - ODONTOLOGIA
4072;ADESIVO DE TECIDO A BASE DE CIANOACRILATO
4089;FIO SUTURA - POLIPROPILENO 4-0 (PROLENE) 2 AG 12 CIL 15MM -
4093;CUBA DE BORRACHA PARA MANIPULACAO DE GESSO E ALGINATO
4094;ESCOVA PARA LIMPEZA DE BROCA
4099;EMBALAGEM PARA ACONDICIONAMENTO DE PRODUTOS A SEREM ESTERILIZADOS EM PAPEL GRAU CIRURGICO 350MM X 100M
4100;EMBALAGEM DESCARTAVEL EM MANTA SMS PESADA 100 X 100
4107;CATETER SWAN GANZ PARA TERMODILU��O 75FR COM INTRODUTOR GUIA PERCUT�NIO 8.5FR
4112;EDTA TRISSODICO 20 ML
4114;EUCALIPTOL 10 ML
4115;EUGENOL 20ML
4116;FORMOCRESOL 10ML
4117;PARAMONOCLOROFENOL CANFORADO 20ML
4118;TRICRESOL FORMALINA 10 ML
4119;TAMBOREL REFIL REPOSICAO C50
4138;TIRA DE LIXA ACO ACABAMENTO DE AMALGAMA 4 MM EMBALAGEM C12
4165;BOLSA PARA UROSTOMIA 2 PE�AS TRANSPARENTE 60MM REF- 17639  (COLOPLAST)
4172;APLICADOR DESCARTAVEL PARA PRIMER - MICROBRUSH N�2 FINO
4173;APLICADOR DESCARTAVEL PARA PRIMER - MICROBRUSH N�3 REGULAR
4175;PORTA AGULHA CASTROVIEJO RETO SIMPLES
4178;AGENTE DE UNIAO UNIVERSAL COM FLUOR (PRIME E BOND 21 4 ML)
4179;DISCO DE LIXA SORTIDOS DIAMETRO 19MM
4180;KIT IONOMERO DE VIDRO AUTOPOLIMERIZAVEL PARA CIMENTACAO
4181;KIT IONOMERO DE VIDRO FOTOPOLIMERIZAVEL PARA RESTAURACAO
4183;MATRIZ PRE- MOLAR (C 5 UND)
4185;PLACA DE VIDRO 6MM
4189;ELASTICO EM CORRENTE CURTO CINZA GREY 45M (ROLO)
4191;PAPEL CARBONO AZUL E VERMELHO (C12 TIRAS)
4196;GESSO TIPO IV RESINOSO
4197;BARREIRA PROTETORA DE CORRECAO DAS IRREGULARIDADES DA DERME E PARA OSTOMIA PLANAS EM BAST�O 6G- 2655 (COLOPLAST)
4206;ESPELHO BUCAL N�5 (ODONTOLOGIA)
4206;ESPELHO BUCAL N 5 (ODONTOLOGIA)
4209;BROCA ZECRYA LONGA (ODONTO)
4211;ELASTICO EM CORRENTE CURTO AZUL BLUE 1,5M (ROLO)
4212;ELASTICO EM CORRENTE CURTO PINK 1,5M (ROLO)
4213;ELASTICO EM CORRENTE CURTO BLACK 1,5M (ROLO)
4214;ELASTICO EM CORRENTE CURTO CRISTAL 4,5M (ROLO)
4215;ELASTICO INTRA -ORAL FORCA LEVE 70G NATURAL 516 PCT C1000
4217;ELASTICO EXTRA-ORAL CARGA PESADA 370 G NATURAL 12 PCT C100
4224;TRASTUZUMABE 150MG
4226;LUVA CIRURGICA ESTERIL TRATAMENTO HIPOALERGENICO N 75
4233;LUVA CIRURGICA ESTERIL TRATAMENTO HIPOALERGENICO N 70
4234;LUVA CIRURGICA ESTERIL TRATAMENTO HIPOALERGENICO N 80
4236;TRASTUZUMABE 150MG (HERZUMA)
4241;FIXADOR PARA PELICULA RADIOGRAFICA (FRASCO 500ML)
4242;REVELADOR PARA PELICULA RADIOGRAFICA (FRASCO 500ML)
4247;MIGLUSTATE 100 MG (ZAVESCA)
4257;SUGADOR CIRURGICO DESCARTAVEL (ODONTOLOGIA)
4258;ESPONJA HEMOSTATICA DE COLAGENO (HEMOSPON) ODONTO
4260;CANAQUINUMABE 150MGML (ILARIS)
4261;BOLSA DE COLOSTOMIA / ILEOSTOMIA DREN�VEL,TRANSPARENTE RECORT�VEL 19-64MM COM CLAMP REF22771(CONVATEC)
4262;LIMA HEDSTOREM 2� SERIE 45 A 80 -31MM
4263;LIMA KERR 1� SERIE 25MM - N� 15 (CAIXA C/ 6 UN)
4264;LIMA KERR 1� SERIE 31MM - N� 15 (CAIXA C/ 6 UN)
4265;LIMA KERR ESPECIAL 21MM - N� 06 (CAIXA C/ 6 UN)
4266;LIMA KERR ESPECIAL 25MM - N� 06 (CAIXA C/ 6 UN)
4267;LIMA KERR ESPECIAL 21MM - N� 08 (CAIXA C/ 6 UN)
4268;LIMA KERR ESPECIAL 25MM - N� 08 (CAIXA C/ 6 UN)
4269;LIMA KERR ESPECIAL 21MM - N� 10 (CAIXA C/ 6 UN)
4270;LIMA KERR ESPECIAL 25 MM - N� 10 (CAIXA C/ 6 UN)
4271;LIMA KERR ESPECIAL 31 MM - N�10
4279;CATETER PARA ACESSO VENOSO CENTRAL ADULTO 16/16/18GA X 20CM APROXIMADAMENTE (7FR) TRIPLO LUMEN
4280;CATETER ACESSO VENOSO CENTRAL MONO LUMEN 18GA X 20CM MEDINDO 15 A 25CM (4FR A 5FR)
4280;CATETER ACESSO VENOSO CENTRAL MONO LUMEN PEDIATRICO 18GA X 20CM (4FR)
4282;EQUIPO EXTENSOR DE IRRIGA��O E ASPIRA��O PARA DISSECTOR ULTR
4284;LIMA KERR ESPECIAL 31MM - N�06
4286;LIMA KERR ESPECIAL N� 08 - 31MM
4307;SONDA DE FOLEY 3 VIAS N 24 - SILICONE
4327;AVENTAL CIRURGICO ESTERIL DE USO UNICO C BARREIRA DE PROTECAO IMPERMEAVEL E CONTRA VIRUS(HIVHBVHCV) - TAM: 115CM (- 5CM) X 150CM (- 10CM)
4340;VACUOMETRO - VALVULA CONECTADA A REDE DE VACUO PARA ASPIRACA
4373;BROCA PONTA DIAMANTADA ALTA ROTACAO FG N 1012 ESFERICA
4374;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FGN 1191 F
4375;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 2143 CILINDRICA TOPO ARREDONDADO
4376;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1031 CONE INVERTIDO
4377;BROCA PONTA DIAMANTADA PARA ALTA ROTA��O FG N 1032 CONE INVERTIDO
4378;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1013 ESFERICA
4380;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1018 ESFERICA
4411;MASCARA FACIAL COM BOLSA RESERVATORIO 800ML - 50ML ADULTO
4421;SERINGA CARPULE PARA ANESTESIA ODONTOLOGICA EM A�O INOX
4427;PORTA AMALGAMA EM PLASTICO
4444;ESPATULA DE MANIPULACAO DE CIMENTO N 24
4695;COLGADURA PARA REVELACAO DE RAIO X ODONTOLOGICO
4696;PELICULA PERIAPICAL INFANTIL EM POLIESTER COM EMULSAO FOTOSS
4697;POSICIONADOR DE FILMES RADIOGRAFICOS INFANTIL AUTOCLAVAVEL D
4699;POSICIONADOR DE FILMES RADIOGRAFICOS ADULTO AUTOCLAVAVEL DE
4701;LIMA HEDSTOREM 2� SERIE 45 A 80 - 21MM
4702;LIMA HEDSTOREM 1� SERIE 15 A 40 - 21MM
4703;LIMA HEDSTOREM 1� SERIE 15 A 40 - 31MM
4704;LIMA FLEXOFILE 1 SERIE 15 A 40 - 31MM (CAIXA C 6 UN)
4705;LIMA KERR 2� SERIE 45 A 80 - 31MM
4706;LIMA KERR 2� SERIE 45 A 80 - 25MM (CAIXA C/ 6 UN)
4707;LIMA KERR 2� SERIE 45 A 80 - 21MM (CAIXA C 6 UN)
4708;ACIDO ZOLEDRONICO 5MG/100ML
4708;ACIDO ZOLEDRONICO 5MG100ML
4711;LIMA KERR 1� SERIE 15 A 40 - 25MM (CAIXA C/ 6 UN)
4712;LIMA KERR 1� SERIE 15 A 40 - 21MM (CAIXA C/ 6 UN)
4726;LIMA KERR ESPECIAL 21MM - N� 15 (CAIXA C/ 6 UN)
4727;LENTULO ESPIRAL EM ACO INOX PARA PREPARO DE CANAL TAM 1 A 4
4728;LENTULO ESPIRAL EM ACO INOX PARA PREPARO DE CANAL TAM 1 A 4
4741;TAMPA DE TEFLON CURCA SONOCA
4761;FILME DENTAL - PELICULA OCLUSAL POLIESTER COM EMULSAO FOTOSS
4762;AVENTAL DE CHUMBO INFANTIL - ODONTOLOGICO
4763;AVENTAL ADULTO DE CHUMBO - ODONTOLOGIA
4817;GODIVA EM BASTAO VERDE - CX C 15 UNIDADES
4818;LIMA HEDSTOREM 1� SERIE 15 A 40 - 25MM
4830;BANDA PRE MOLAR SUPERIOR BU 18
4831;BANDA PRE MOLAR SUPERIOR BU 22
4832;BANDA PRE MOLAR SUPERIOR BU 32
4833;BANDA PRE MOLAR SUPERIOR BU 19
4834;BANDA PRE MOLAR SUPERIOR BU 27
4841;TIP PARA PROFI PERIO SUB
4856;BANDA PRE MOLAR INFERIOR N 18 - PCT C 10
4857;BANDA PRE MOLAR SUPERIOR BU 20 - PCT C 10
4858;BANDA PRE MOLAR SUPERIOR BU 21 - PCT C 10
4859;BANDA PRE MOLAR SUPERIOR BU 23 - PCT C 10
4860;BANDA PRE MOLAR INFERIOR N 23 - PCT C 10
4861;BANDA PRE MOLAR SUPERIOR BU 24 - PCT C 10
4862;BANDA PRE MOLAR INFERIOR N 24 - PCT C 10
4863;BANDA PRE MOLAR SUPERIOR BU 25 - PCT C 10
4864;BANDA PRE MOLAR INFERIOR N 25 - PCT C 10
4865;BANDA PRE MOLAR SUPERIOR BU 26 - PCT C 10
4866;BANDA PRE MOLAR INFERIOR N 27 - PCT C 10
4867;BANDA PRE MOLAR SUPERIOR BU 28 - PCT C 10
4868;BANDA PRE MOLAR SUPERIOR BU 29 - PCT C 10
4869;BANDA PRE MOLAR INFERIOR N 29 - PCT C 10
4870;BANDA PRE MOLAR SUPERIOR BU 30 - PCT C 10
4871;BANDA PRE MOLAR INFERIOR N 30 - PCT C 10
4872;BANDA PRE MOLAR SUPERIOR BU 31 - PCT C 10
4873;BANDA PRE MOLAR INFERIOR N 31 - PCT C 10
4874;BANDA PRE MOLAR INFERIOR N 32 - PCT C 10
4889;LIMA HEDSTOREM 2� SERIE 45 A 80 - 25MM (CAIXA C/ 6 UN)
4890;LIMA KERR 1 SERIE 15 A 40 - 31MM (CAIXA C/ 6UN)
4891;CONE PAPEL ABSORVENTE 1 SERIE 15 A 40
4892;CONE PAPEL ABSORVENTE 2� SERIE 45 A 80
4914;LIMA FLEXOFILE 1 SERIE 15 A 40 - 21MM (CAIXA C 6 UN)
4915;LIMA FLEXOFILE 1 SERIE 15 A 40 - 25MM (CAIXA C 6 UN)
4928;BANDA PRE MOLAR INFERIOR N 19 - PCT C 10
4929;BANDA PRE MOLAR INFERIOR N 20 - PCT C 10
4930;BANDA PRE MOLAR INFERIOR N 21 - PCT C 10
4931;BANDA PRE MOLAR INFERIOR N 22 - PCT C 10
4932;BANDA PRE MOLAR INFERIOR N 26 - PCT C 10
4933;BANDA PRE MOLAR INFERIOR N 28 - PCT C 10
4958;APLICADOR DE CLIPS MEDIUM 10MM 36 CM AZUL -200
4959;BEVACIZUMABE 400MG16ML
4960;AVENTAL PARA USO HOSPITALAR EM TNT 40GR AZUL MARINHO TAMANHO M�DIO
4982;HEMOSTATICO DE CELULOSE TELA ABSORVIVEL 10CMX10CM
4987;ALFAGALSIDASE 1MGML (REPLAGAL)
5028;BATERIA PARA MONITOR DE GLICEMIA (ACCU-CHECK)
5044;COLETOR DE MUCOSIDADE 40ML
5086;GESSO PEDRA TIPO III AMARELO  (1K)
5087;TIP TIPO PERIO E
5089;RITUXIMABE 1400 MG/ 11,7 ML SUBCUTANEO
5090;EMBALAGEM PARA ACONDICIONAMENTO DE PRODUTOS E ESTERILIZACAO GRAU CIRURGICO 50MM X 100M
5107;SUGADOR PARA ENDODONTIA SEM SERINGA (KIT 1 SUGADOR - 3 AGULHAS)
5109;BANDA MOLAR UNIVERSAL INFERIOR L 37
5110;BANDA MOLAR UNIVERSAL SUPERIOR U 37
5113;PEDRA POMES
5120;CISATRACURIO (BESILATO) 2MGML AMP 10ML
5135;MODULO DE CARBOIDRATOS - CARBOFORCARBOCH
5137;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 3145
5139;RESINA NANO HIBRIDA PARA DENTES ANTERIORES E POSTERIORES FLOW COR A3 - SERINGA PREENCHIDA 2G
5140;RESINA NANO HIBRIDA PARA DENTES ANTERIORES E POSTERIORES FLO
5150;PONTA PARA POLIMENTO DE RESINA KIT COM 8 PECAS
5162;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3227
5166;BANDA MOLAR UNIVERSAL INFERIOR L 395 (PCT COM 10)
5167;BANDA MOLAR UNIVERSAL INFERIOR L 40 (PCT COM 10)
5168;BANDA MOLAR UNIVERSAL INFERIOR L 405 (PCT COM 10)
5169;BANDA MOLAR UNIVERSAL INFERIOR L 41 (PCT COM 10)
5170;BANDA MOLAR UNIVERSAL INFERIOR L 415 (PCT COM 10)
5172;BANDA MOLAR UNIVERSAL INFERIOR L 30 (PCT COM 10)
5174;BANDA MOLAR UNIVERSAL INFERIOR L 32 (PCT COM 10)
5175;BANDA MOLAR UNIVERSAL INFERIOR L 325 (PCT COM 10)
5176;BANDA MOLAR UNIVERSAL SUPERIOR U 415 (PCT COM 10)
5177;BANDA MOLAR UNIVERSAL SUPERIOR U 31 (PCT COM 10)
5178;BANDA MOLAR UNIVERSAL SUPERIOR U 325 (PCT COM 10)
5180;BANDA MOLAR UNIVERSAL INFERIOR L 385 (PCT COM 10)
5181;BANDA MOLAR UNIVERSAL INFERIOR L 33 (PCT COM 10)
5182;BANDA MOLAR UNIVERSAL INFERIOR L 335 (PCT COM 10)
5183;BANDA MOLAR UNIVERSAL INFERIOR L 28 (PCT COM 10)
5184;BANDA MOLAR UNIVERSAL INFERIOR L 285 (PCT COM 10)
5185;BANDA MOLAR UNIVERSAL INFERIOR L 29 (PCT COM 10)
5186;BANDA MOLAR UNIVERSAL INFERIOR L 295 (PCT COM 10)
5187;BANDA MOLAR UNIVERSAL INFERIOR L 305 (PCT COM 10)
5188;BANDA MOLAR UNIVERSAL INFERIOR L 31 (PCT COM 10)
5189;BANDA MOLAR UNIVERSAL INFERIOR L 42 (PCT COM 10)
5190;BANDA MOLAR UNIVERSAL INFERIOR L 34 (PCT COM 10)
5191;BANDA MOLAR UNIVERSAL INFERIOR L 345 (PCT COM 10)
5192;BANDA MOLAR UNIVERSAL INFERIOR L 35 (PCT COM 10)
5193;BANDA MOLAR UNIVERSAL INFERIOR L 355 (PCT COM 10)
5194;BANDA MOLAR UNIVERSAL INFERIOR L 36 (PCT COM 10)
5195;BANDA MOLAR UNIVERSAL INFERIOR L 365 (PCT COM 10)
5196;BANDA MOLAR UNIVERSAL INFERIOR L 375 (PCT COM 10)
5197;BANDA MOLAR UNIVERSAL INFERIOR L 38 (PCT COM 10)
5198;BANDA MOLAR UNIVERSAL INFERIOR L 39 (PCT COM 10)
5199;BANDA MOLAR UNIVERSAL SUPERIOR U 395 (PCT COM 10)
5200;BANDA MOLAR UNIVERSAL SUPERIOR U 40 (PCT COM 10)
5201;BANDA MOLAR UNIVERSAL SUPERIOR U 41 (PCT COM 10)
5202;BANDA MOLAR UNIVERSAL SUPERIOR U 28 (PCT COM 10)
5203;BANDA MOLAR UNIVERSAL SUPERIOR U 285 (PCT COM 10)
5204;BANDA MOLAR UNIVERSAL SUPERIOR U 29 (PCT COM 10)
5205;BANDA MOLAR UNIVERSAL SUPERIOR U 295 (PCT COM 10)
5206;BANDA MOLAR UNIVERSAL SUPERIOR U 30 (PCT COM 10)
5207;BANDA MOLAR UNIVERSAL SUPERIOR U 305 (PCT COM 10)
5208;BANDA MOLAR UNIVERSAL SUPERIOR U 315 (PCT COM 10)
5209;BANDA MOLAR UNIVERSAL SUPERIOR U 32 (PCT COM 10)
5210;BANDA MOLAR UNIVERSAL SUPERIOR U 42 (PCT COM 10)
5211;BANDA MOLAR UNIVERSAL SUPERIOR U 405 (PCT COM 10)
5212;BANDA MOLAR UNIVERSAL SUPERIOR U 33 (PCT COM 10)
5213;BANDA MOLAR UNIVERSAL SUPERIOR U 335 (PCT COM 10)
5214;BANDA MOLAR UNIVERSAL SUPERIOR U 34 (PCT COM 10)
5215;BANDA MOLAR UNIVERSAL SUPERIOR U 345 (PCT COM 10)
5216;BANDA MOLAR UNIVERSAL SUPERIOR U 35
5217;BANDA MOLAR UNIVERSAL SUPERIOR U 355 (PCT COM 10)
5218;BANDA MOLAR UNIVERSAL SUPERIOR U 36 (PCT COM 10)
5219;BANDA MOLAR UNIVERSAL SUPERIOR U 365 (PCT COM 10)
5220;BANDA MOLAR UNIVERSAL SUPERIOR U 38 (PCT COM 10)
5221;BANDA MOLAR UNIVERSAL SUPERIOR U 39 (PCT COM 10)
5235;SERINGA DESCARTAVEL S/AGULHA BICO LUER LOCK 10ML
5240;MICRO MOTOR - ODONTOLOGICO
5241;CONTRA ANGULO - ODONTOLOGICO
5242;PECA RETA DE MAO ODONTOLOGICO DE BAIXA ROTACAO
5261;ESPATULA DE MANIPULACAO DE CIMENTO N 36
5269;EXPLORADOR DUPLO N 5 - ODONTO
5286;RESINA FOTO A BASE DE MICROFIL PARA RESTAURA��ES EM DENTES ANTERIORES E POSTERIORES COR A2
5287;RESINA FOTO A BASE DE MICROFIL PARA RESTAURA��ES DIRETAS COR EA3
5288;MONITOR PARA TIRA DE GLICEMIA (ACCU CHECK)
5289;TIRAS REATIVAS PARA GLICEMIA
5317;ACRILICO AUTOPOLIMERIZAVEL LIQUIDO 250 ML
5334;BOLSA PARA ESTOMIA UMA PE�A DE 10 A 80 COM CLAMP INDIVIDUAL REF 7610 (HOLLISTER)
5338;ANEL CONVEXO DE HIDROCOLOIDE S/ALCOOL P/AJUSTE DE BOLSA PARA ESTOMA (HOLLI9TER)
5346;ARTICULADOR LATAO GRANDE COM MOLA (ODONTOLOGICO)
5347;PONTA MONTADA SILICONIZADA FORMATO - OGIVA ESTREITA PARA ACA
5348;PONTA MONTADA SILICONIZADA FORMATO - OGIVA ESTREITA PARA ACABAMENTO E POLIMENTO EM RESINA ACRILICA  GRANULA��O GROSSA - COR CINZA
5349;PONTA MONTADA SILICONIZADA FORMATO - OGIVA ESTREITA PARA ACABAMENTO E POLIMENTO EM RESINA ACRILICA  GRANULA��O GROSSA - COR VERDE
5350;BRANCO DE ESPANHA 200G (ODONTO)
5351;LIQUIDO DE POLIMENTO PARA MAQUINA 500ML (ODONTO)
5352;ISOLANTE PARA TRABALHOS EM RESINA ACRILICA 500ML (ODONTO)
5354;SISTEMA DE IRRIGA��O DUAS PE�AS  60MM REF 12830 (COLOPLAST)
5374;PINCA PORTA GRAMPO PALMER - ODONTOLOGIA
5423;MASCARA DE LARINGEA N� 4.0
5424;MASCARA DE LARINGEA N� 5.0
5436;PINCA MULLER FAVA (ODONTO)CARBONO
5437;KIT CIMENTO ENDODONTICO A BASE DE PROTOXIDO DE ZINCO (P� + LIQUIDO)
5440;MASCARA PARA TRAQUEOSTOMIA ADULTA
5454;MESILATO DE IMATINIBE 400MG
5496;ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 020 OU 0,50MM
5497;ARCO INTRAORAL PRE CONTORNADO NITI INFERIOR M�DIO 014 OU 0,35MM
5503;ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 016 X 016
5505;ARCO INTRAORAL PRE-CONTORNADO NITI SUPERIOR 016 X 016
5506;ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 020 OU 0,50MM
5507;ARCO INFERIOR PRE-CONTORNADO NITI GRANDE 018 OU 0,45MM
5539;SOLUCAO ANTISSEPTICA ALCOOL ETILICO A 70% EM GEL FRASCO 5 LI
5542;LUVA PARA PROCEDIMENTO COM PO TAMANHO PP
5573;COMPRESSA DE GAZE 7,5 X 7,5 11FIOS PCT COM 05 UND
5588;NOVASOURCE PROLINE - SABORES DIVERSOS MILILITRO
5589;CONJUNTO PARA INFUSAO SUBCUTANEA DE INSULINA 6MM X 110 CM P
5604;ARCO DE OSTBY NYLON DOBRAVEL ADULTO PARA ISOLAMENTO ABSOLUTO
5609;MOLA ORTODONTICA DE TRA��O FECHADA CRNI (0,20 X 0,8MM)
5610;MOLA ORTODONTICA DE COMPRESS�O ABERTA CRNI (0,25 X 0,8MM)
5611;BOTAO LINGUAL CONVEXO - ODONTO
5612;GURIN ORTODONTICO SEM GANCHO COM SLOT RETANGULAR ABERTO
5613;GURIN ORTODONTICO COM GANCHO DIREITO SLOT RETANGULAR ABERTO
5614;GURIN ORTODONTICO COM GANCHO ESQUERDO SLOT RETANGULAR ABERTO
5615;ELASTICO INTRA -ORAL FORCA MEDIO 18 PCT C1000
5616;ELASTICO INTRA - ORAL FORCA MEDIA 130G NATURAL 516=794MM
5617;ELASTICO EXTRA-ORAL FORCA LEVE 12 PCT C100
5618;ELASTICO ORTODONTICO CORRENTE MEDIO CRISTAL 4,5M (ROLO)
5619;ELASTICO ORTODONTICO CORRENTE MEDIO CINZA 45M (ROLO)
5620;ELASTICO ORTODONTICO CORRENTE LONGO CINZA 45M (ROLO)
5627;GRAMPO ISOLAMENTO ABSOLUTO 14
5628;GRAMPO ISOLAMENTO ABSOLUTO 14A
5629;GRAMPO DIQUE ISOLAMNETO ABSOLUTO 201
5630;GRAMPO ISOLAMNETO ABSOLUTO 202
5632;GRAMPO ISOLAMENTO ABSOLUTO 205
5633;GRAMPO DIQUE 206
5634;GRAMPO DIQUE 207
5635;GRAMPO ISOLAMNETO ABSOLUTO 208
5636;GRAMPO DIQUE 209
5637;GRAMPO DIQUE 210
5638;GRAMPO ISOLAMENTO ABSOLUTO 211
5639;GRAMPO DIQUE 212
5642;GRAMPO ISOLAMENTO ABSOLUTO 200
5643;GRAMPO ISOLAMENTO ABSOLUTO 203
5644;GRAMPO ISOLAMENTO ABSOLUTO 12A
5645;ARCO YONG NYLON ADULTO PARA ISOLAMENTO ABSOLUTO AUTOCLAVAVEL
5648;GESSO TIPO IV SALM�O 1KG
5649;ACICLOVIR 200MG
5657;UNDECILATO DE TESTOSTERONA 250MG/ML AMPOLA 4 ML (PORT. 344/98 - C5)
