codigo	descricao	marca	__v
5803	DESINFETANTE DE ALTO NIVEL PARA DESINFECÇÃO DE PRODUTOS A BASE DE ÁCIDO PERACÉTICO LITRO	indiferente	0
5807	SOLUCAO MILTON (HIPOCLORIDO 1% LITRO) DESINFETANTE E ANTISEPITICO - ODONTO	indiferente	0
5808	FRALDA DESCARTAVEL GERIATRICA EXTRA GRANDE (MARDAM SLIM PCT	indiferente	0
5809	FITA ADESIVA BRANCA PARA USO HOSPITALAR 19MM X 50MM	indiferente	0
5834	LUVA CIRÚRGICA ESTÉRIL TAM. 6,5 - COMPRIMENTO MÍNIMO DE 26CM, COM TRATAMENTO HIPOALERGÊNICO	indiferente	0
5838	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 018 X 0,45MM	indiferente	0
5839	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 019 X 025	indiferente	0
5840	GRAMPO PARA ISOLAMENTO ABSOLUTO N°03	indiferente	0
5841	GRAMPO PARA ISOLAMENTO ABSOLUTO N°11	indiferente	0
5842	ARCO EXTRAORAL MEDIO DURO EM ACO INOX 045	indiferente	0
5843	ARCO PRE- CONTORNADO CRNI SUPERIOR 020 - 050 MM	indiferente	0
5845	ARCO INTRAORAL PRE-CONTORNADO CRNI SUPERIOR 018 OU 0,45MM	indiferente	0
5846	ARCO PRE CONTORNADO CRNI SUPERIOR 014 X 035 MM	indiferente	0
5847	ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 018 OU 0,45MM	indiferente	0
5953	ALVEOLOTOMO TIPO PINCA BIARTICULADO BEYER 17CM	indiferente	0
5960	ALAVANCA SELDIN 01L ESQUERDA INFANTIL	indiferente	0
5961	ALAVANCA 02 RETA SELDIN INFANTIL	indiferente	0
5962	ALAVANCA SELDIN 01 RETA DIREITA INFANTIL	indiferente	0
5983	EMBALAGEM DESCARTAVEL EM MANTA SMS LEVE 40 X 40	indiferente	0
6005	DIPIRONA 500MGML SOLUCAO ORAL 20ML	indiferente	0
6032	LUVA DE PROCEDIMENTO ISENTA DE LATEX E ISENTA DE PÓ TAMANHO M (NITRILICA)	indiferente	0
6033	SOLDA DE PRATA - UNIDADE ROLO C/ 5MM	indiferente	0
6048	PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO	indiferente	0
6049	PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO	indiferente	0
6050	PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO	indiferente	0
6070	PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N0	indiferente	0
6071	PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N1	indiferente	0
6072	PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N2	indiferente	0
6073	PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N3	indiferente	0
6085	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 020 OU 0,50MM	indiferente	0
6096	CURATIVO BOTA DE UNA 102 X 914 (CURATEC)	indiferente	0
6101	PEGASPARGASE 750 U/ML FRASCO AMPOLA 5 ML - PO PARA SOLUCAO INJETAVEL	indiferente	0
6116	BOLSA COLETORA PARA OSTOMIA 1 PEÇA  ENTRE 10- 55MM REF 17496	indiferente	0
6126	MASCARA PROTEÇÃO RESPIRATORIACA38510 PFF2 SEM VALVULA AZUL	indiferente	0
6127	BOLSA PARA COLOSTOMIA CONVEXA 2 PEÇAS REF 17625 (COLOPLAST)	indiferente	0
6138	CAMPO O INTERNO ABSORVENTE- TAMANHO 40CM X 40CM	indiferente	0
6141	KIT RETIRADA DE FILTRO DE VEIA CAVA COMPATIVEL COM BAIXO PER	indiferente	0
6152	CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 20MM (VERDE)	indiferente	0
6165	BATERIA REUTILIZAVEL PARA TESOURA COAGULADORA DE VASOS (SONICISION)	indiferente	0
6166	GERADOR REUTILIZAVEL PARA TESOURA COAGULADORA DE VASOS	indiferente	0
6167	BANDEJA DE ESTERILIZACAO SONICISION	indiferente	0
6194	LUVA PROCEDIMENTO EM LATEX ISENTA DE PO TAMANHO M	indiferente	0
6195	ALFAEPOETINA 4000UI	indiferente	0
6207	LUVA PROCEDIMENTO EM LATEX ISENTA DE PÓ TAMANHO PP	indiferente	0
6208	LUVA PROCEDIMENTO EM LATEX ISENTA DE PÓ TAMANHO G	indiferente	0
6209	LUVA PROCEDIMENTO EM LATEX ISENTA DE PO TAMANHO P	indiferente	0
6223	REDE TUBULAR ELASTICA CALIBRE 3 ( 21MM ) PARA FIXAÇAO DE CURATIVO	indiferente	0
6224	REDE TUBULAR ELASTICA CALIBRE 5 ( 29MM ) PARA FIXAÇAO DE CURATIVO	indiferente	0
6225	REDE TUBULAR ELASTICA CALIBRE 5,5 ( 33MM ) PARA FIXAÇAO DE CURATIVO	indiferente	0
6228	SOLUCAO ANTISSEPTICA - ALCOOL ETILICO A 70% GEL 400-500 G VALVULA PUMP	indiferente	0
6229	SOLUCAO ANTISSEPTICA ALCOOL ETILICO A 70% FRASCO 1 LITRO	indiferente	0
6230	SOLUCAO ANTISSEPTICA ALCOOL ETILICO A 70% (GEL) EMGALAGEM EM	indiferente	0
6235	SOLUÇÃO ANTISSEPTICA CLOREXIDINA 1% AQUOSA FRASCO 100ML	indiferente	0
6238	SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) ALCOOLICA FRASC	indiferente	0
6239	SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) AQUOSA FRASCO 1	indiferente	0
6240	SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) DEGERMANTE FRAS	indiferente	0
6251	FILME RADIOLOGICO DIGITALIZADO PELICULAS FOTOGRAFICAS 35 X 4	indiferente	0
6265	TUBO ENDOTRAQUEAL S/ BALAO 6,0	indiferente	0
6286	ARCO PRE- CONTORNADO CRNI SUPERIOR 019X025 - 048 X 063MM	indiferente	0
6287	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 014 OU 0,35MM	indiferente	0
6288	BANDA MOLAR UNIVERSAL SUPERIOR U 385 (PCT COM 10)	indiferente	0
6289	BANDA MOLAR UNIVERSAL SUPERIOR U 37,5 (PCT COM 10)	indiferente	0
6318	TOXINA BOTULINICA A 100U	indiferente	0
6326	KIT DE MOLDAGEM A BASE DE POLIESTER MEDIA VISCOSIDADE	indiferente	0
6329	ESPACADOR DIGITAL NITI CONICO DE PONTA ROMBA DE 21MM N15-40	indiferente	0
6369	FRALDA DESCARTAVEL PEDIATRICA EXTRA GRANDE 12 A 16KG	indiferente	0
6394	TUBO COLA U6L ROTH SP 022	indiferente	0
6398	ESCULPIDOR HOLLEMBACK 3SS	indiferente	0
6428	ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 016 X 022	indiferente	0
6429	ARCO INTRAORAL PRE-CONTORNADO NITI 019 X 025	indiferente	0
6430	ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 016 OU 0,40MM	indiferente	0
6431	ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 014 X 0,35MM	indiferente	0
6432	ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 012 OU 0,30MM	indiferente	0
6433	ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 014 OU 0,35MM	indiferente	0
6434	ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 012 X 0,30MM	indiferente	0
6435	ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 017 X 025	indiferente	0
6436	ARCO INTRAORAL PRE-CONTORNADO NITI 019 OU 0,25MM	indiferente	0
6437	ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 016 X 022	indiferente	0
6438	ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 017 X 025	indiferente	0
6439	ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 019 X 025	indiferente	0
6444	BRAQUETE REPOSICAO MONOBLOCO ROTH DENTE 25 S GANCHO 22 (U45	indiferente	0
6446	ESPACADOR DIGITAL NITI CONICO DE PONTA ROMBA DE 25MM N15-40	indiferente	0
6457	TUBO COLA L6R ROTH SP 022	indiferente	0
6460	ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 016 OU 0,40MM	indiferente	0
6464	PANITUMUMABE 20MGML 5ML	indiferente	0
6466	TUBO EXTENSOR DESCARTAVEL ASPIRAÇÃO SECREÇÕES EM PVC ESTERIL 3M	indiferente	0
6472	GODIVA EM BASTAO MARROM - CX C 15 UNIDADES	indiferente	0
6473	TIRA DE LIXA DE POLIESTER PARA POLIMENTO E ACABAMENTO	indiferente	0
6476	VALVULA REGULADORA DE PRESSAO PARA REDE DE OXIGENIO	indiferente	0
6479	SISTEMA ASPIRACAO TRAQUEAL FECHADO P/TUBO ENDOTRAQUEAL 50 E 55 - 10 FR	indiferente	0
6481	SISTEMA ASPIRACAO TRAQUEAL FECHADO P/TRAQUEOSTOMO 80 E 85 - 16 FR	indiferente	0
6489	MICAFUNGINA 100MG FRASCO-AMPOLA - PO LIOFILIZADO	indiferente	0
6490	SILICONE DE CONDENSAÇÃO - DENSO 1 KG	indiferente	0
6492	PINCA PORTA GRAMPO PALMER SERRILHADA - ODONTOLOGIA	indiferente	0
6494	ACRILICO AUTOPOLIMERIZAVEL PO 225G ROSA	indiferente	0
6495	ACRILICO AUTOPOLIMERIZAVEL PO 225G INCOLOR	indiferente	0
6501	TESOURA IRIS RETA 12 CM	indiferente	0
6502	PINCA PORTA GRAMPO BREWER	indiferente	0
6503	PORTA AGULHA MAYO HEGAR 17CM	indiferente	0
6542	PONTA MONTADA ABRASIVA FORMATO CONICA INVERTIDA COR CINZA N	indiferente	0
6543	PONTA MONTADA ABRASIVA FORMATO CILINDRICO COR CINZA N2	indiferente	0
6544	PONTA MONTADA ABRASIVA FORMATO BICO CHAMA COR CINZA N3	indiferente	0
6548	ARCO YONG ACO INOXIDAVEL ADULTO PARA ISOLAMENTO ABSOLUTO	indiferente	0
6554	LIMA F-FILES 1 SERIE 21MM N 25	indiferente	0
6608	CURATIVO ESPUMA ABSORVENTE DE HIDROFIBRA COM PRATA E BORDA D	indiferente	0
6665	IMUNOGLOBULINA HUMANA 5 G FRASCO AMPOLA 50 ML - SOLUCAO INJETAVEL	indiferente	0
6696	BEVACIZUMABE 100MG4ML	indiferente	0
6704	BRENTUXIMABE VEDOTINA 50MG (ADCETRIS)	indiferente	0
6710	AZACITIDINA 100 MG - PÓ LIOFILIZADO PARA SUSPENSÃO INJETÁVEL (JUDICIAL)	indiferente	0
6711	NIVOLUMABE 40MG (OPDIVO)	indiferente	0
6714	VEDOLIZUMABE 300MG	indiferente	0
6716	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 016 OU 0,40MM	indiferente	0
6719	PERTUZUMABE 420MG	indiferente	0
6720	TRASTUZUMABE 440MG (HERZUMA)	indiferente	0
6723	SERINGA ENDODONTICA 5ML DE EMBOLO ROSCAVEL	indiferente	0
6732	ROMIPLOSTIM 250 MCG	indiferente	0
6733	TUBO ENDOTRAQUEAL 6,5 SEM BALAO	indiferente	0
6751	CARGA PARA GRAMPEADOR 75 OU 80MM- AZUL(REACH SURGICAL)	indiferente	0
6752	CARGA PARA GRAMPEADOR 75 OU 80MM-AZUL(COVIDEAN)	indiferente	0
6756	CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO AZUL- HP	indiferente	0
6757	CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO AZUL- SIEMENS	indiferente	0
6758	CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO VERMELHO- HP	indiferente	0
6759	CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO VERMELHO- SIEMENS	indiferente	0
6764	ACRILICO AUTOPOLIMERIZAVEL PO ROSA 1KG	indiferente	0
6786	CETUXIMABE 5MGML 20ML (ERBITUX)	indiferente	0
6787	USTEQUINUMABE 45MG05ML (STELARA)	indiferente	0
6790	CETUXIMABE 5MGML 100ML (ERBITUX)	indiferente	0
6831	CUBA REDONDA ASSEPTICA INOX 10,5 X 5CM	indiferente	0
6839	MALATO DE SUNITINIBE 50MG	indiferente	0
6839	MALEATO DE SUNITINIBE 50MG	indiferente	0
6856	AGULHA DESCARTAVEL PARA UNIDADE CANETA DE INSULINA 4MM (UNIQMED)	indiferente	0
6857	AGULHA DESCARTAVEL PARA CANETA DE INSULINA 6MM (UNIQMED)	indiferente	0
6858	BATERIA PARA BOMBA DE INFUSAO (MINIMED) - 10401	indiferente	0
6861	CONJUNTO PARA INFUSAO SUBCUTANEA 8MM CONJUNTO DE TRANSFERENC	indiferente	0
6862	CONJUNTO PARA INFUSAO SUBCUTANEA 10MMCONJUNTO DE TRANSFERENC	indiferente	0
6865	SENSOR DE GLICOSE ENLITE MMT-7008A - MEDTRONIC	indiferente	0
6868	NOVASOURCE GCNUTRI DIABETIC 200ML - SABORES DIVERSOS	indiferente	0
6880	SISTEMA DE GERENCIAMENTO DE DIABETES (SMART PIX ACCU CHECK)	indiferente	0
6887	ESTABILIZADOR PARA TORNOZELO	indiferente	0
6890	CATETER URINARIO MASCULINO LUBRIFICADO INTERMITENTE CHFR 10	indiferente	0
6894	CONJUNTO PARA INFUSAO SUBCUTANEA DE INSULINA 9MMX60CM P USO	indiferente	0
6895	CONJUNTO PARA INFUSAO SUBCUTANEA 6MMX60CM MMT-399	indiferente	0
6896	RESERVATORIO PARA INFUSAO SUBCUTANEA DE MEDICACAO 3ML MMT-33	indiferente	0
6902	CLIP CASE PARA MONITOR DE GLICEMIA (ACCU CHECK)	indiferente	0
6905	FRALDA DESCARTAVEL GERIATRICA TIPO CALCA TAM P/M QUADRIL 86-117 CM	indiferente	0
6908	HEPARINA SODICA 50UIML CUMARINA 5MGML CREME (VENALOT)	indiferente	0
6910	CURATIVO ESPUMA ABSORVENTE COM ADESIVO DE SILICONE 10X10CM (	indiferente	0
6911	CURATIVO ESPUMA ABSORVENTE COM PRATA 10X10CM (MEPILEX AG)	indiferente	0
6914	SERINGA COM AGULHA ULTRA-FINA PARA APLICACAO DE INSULINA 03M	indiferente	0
6916	CARTUCHO PARA BOMBA DE INSULINA SPIRIT (ACCU CHECK)	indiferente	0
6919	CANULA PARA INFUSAO SUBCUTANEA 8MM(FLEXLINK ACCU CHECK)	indiferente	0
6920	CANULA PARA INFUSAO SUBCUTANEA 10MM (FLEXLINK ACCU CHECK)	indiferente	0
6922	ADAPTADOR PARA BOMBA DE INSULINA SPIRIT SERVICE PACK SMAL (A	indiferente	0
6924	LANCETA AUTOMATICA FASTCLIX (ACCU-CHECK)	indiferente	0
6925	TIRA REATIVA PARA GLICEMIA PERFORMA (ACCU-CHECK) CAIXA C50	indiferente	0
6926	LANCETA AUTOMATICA SOFTCLIX	indiferente	0
6927	DISPOSITIVO DE INSERCAO PARA APLICACAO DO CONJUNTO DE INFUSA	indiferente	0
6928	DISPOSITIVO CABO USB ACCU-CHEK 360	indiferente	0
6929	SUPORTE PARA CINTO COMPATIVEL COM BOMBA DE INSULINA ACCU-CHE	indiferente	0
6930	CLIP CASE DO SPIRIT COMBO ACCU-CHEK	indiferente	0
6932	KIT DE BOMBA DE INSULINA MINIMED 640G MMT- 1752	indiferente	0
6935	SISTEMA MONITOR DE NIVEL DE CONSCIENCIA BIS (KIT COM O CONVE	indiferente	0
6947	ADAPTADOR CINTO ADULTO PARA SUPORTE DE BOLSA DE OSTOMIA REF	indiferente	0
6955	CURATIVO DE SILICONE ADERENTE COM ESPUMA ABSORVENTE 10CM X 1	indiferente	0
6968	LUVA DE PROCEDIMENTO ISENTA DE LATEX E ISENTA DE PO TAMANHO GRANDE (NITRILICA)	indiferente	0
6986	CURATIVO ESPUMA ABSORVENTE COM ADESIVO DE SILICONE 15 X 20CM	indiferente	0
7009	PERTUZUMABE 420MG + TRASTUZUMABE 440MG (PERJETA)	indiferente	0
7020	SENSOR PARA MEDICAO DE NIVEL DE CONSCIENCIA CEREBRAL PEDIATRICO	indiferente	0
7020	SENSOR PARA MEDICAO DE NIVEL DE CONSCIENCIA CEREBRAL PEDIATR	indiferente	0
7021	BOLSA EASIFLEX PARA COLOSTOMIA DRENÁVEL,2 PEÇAS 90MM  REF 14378 (COLOPLAST)	indiferente	0
7022	PLACA ADESIVA PARA BOLSA DE OSTOMIA,2 PEÇAS 90MM EASIFLEX - REF 17823	indiferente	0
7043	FRALDA DESCARTAVEL GERIATRICA MEDIA 40 A 70KG (BIGFRAL NOTUR	indiferente	0
7044	FRALDA DESCARTAVEL INFANTIL XXG DE 14 A 18 KG(HUGGIES SUPREM	indiferente	0
7048	AGULHA DESCARTAVEL PARA CANETA DE INSULINA 5MM (UNIQMED)	indiferente	0
7049	AGULHA DESCARTAVEL PARA CANETA DE INSULINA 8MM	indiferente	0
7051	BLINATUMOMABE 38,5MCG (BLINCYTO)	indiferente	0
7051	BLINATUMOMABE 385MCG (BLINCYTO)	indiferente	0
7055	FRALDA-CALCA INFANTIL PESO 15 A 25KG XXG(MAMY POKO)	indiferente	0
7062	FIXADOR TRAQUEOSTOMO ADULTO ACOLCHOADO	indiferente	0
7065	SENSOR FREESTYLE PARA CAPTACAO DE NIVEIS GLICEMICOS(FREESTYL	indiferente	0
7066	CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE	indiferente	0
7068	LUVA CIRURGICA ESTERIL N° 7,5 (SEM PÓ)	indiferente	0
7069	LUVA CIRURGICA ESTERIL N° 8,0 (SEM PÓ)	indiferente	0
7300	LUVA CIRURGICA ESTERIL N° 7,0 (SEM PO)	indiferente	0
7367	MASCARA ORO-FACIAL EM SILICONE ADULTO	indiferente	0
7375	BARREIRA PARA OSTOMIA EM PÓ ENTRE 25 A 90GR  REF - 1907 (COLOPLAST)	indiferente	0
7376	BOLSA COLETORA PARA UROSTOMIA UMA PECA 15 - 43MM  REF  - 17482 - (COLOPLAST)	indiferente	0
7445	MISTURA PARA PREPARO DE BEBIDAS LACTEAS PARA PACIENTES COM A	indiferente	0
7447	DIETA INFANTIL EM PO NORMOCALORICA E NORMOPROTEICA 1 A 10 ANOS (PEDIASURE / NUTREN JR / MILNUTRI COMPLETE / FORTINI COMPLETE PO / TROPHIC INFANT)	indiferente	0
7447	FORMULA INFANTIL PARA CRIANCAS DE 1 A 10 ANOS - TROPHIC INFA	indiferente	0
7448	ACETATO DE ABIRATERONA 250MG	indiferente	0
7449	ACETATO DE CIPROTERONA 50MG	indiferente	0
7451	ACETATO DE LEUPRORRELINA 3,75 MG	indiferente	0
7452	ACETATO DE OCTREOTIDA 005MGML (SANDOSTATIN)	indiferente	0
7457	AFLIBERCEPTE 40MGML (EYLIA)	indiferente	0
7458	ALECTINIBE CLORIDRATO 150MG (ALECTINIBE)	indiferente	0
7459	ALFAEPOETINA 3000UI	indiferente	0
7462	AMISSULPRIDA 200MG	indiferente	0
7463	AMISSULPRIDA 50MG	indiferente	0
7465	APALUTAMIDA 60MG	indiferente	0
7466	APIXABANA 2,5MG	indiferente	0
7467	APIXABANA 5MG	indiferente	0
7468	ARIPIPRAZOL 10 MG COMPRIMIDO  (PORT. 344/98 - C1)	indiferente	0
7469	ARIPIPRAZOL 15 MG COMPRIMIDO (PORT. 344/98 - C1)	indiferente	0
7470	ARIPIPRAZOL 20 MG COMPRIMIDO (PORT. 344/98 - C1)	indiferente	0
7471	ASPARTATO DE ORNITINA 06GG (HEPA MERZ)	indiferente	0
7476	BETA AGALSIDASE 35MG (FABRAZYME)	indiferente	0
7477	BETAMETASONA 1MGG ACIDO FUSIDICO 20MGG	indiferente	0
7478	BIMATOPROSTA 0,3 MG/ML SOL OFTALMICA	indiferente	0
7480	BUDESONIDA 50MCG SPRAY NASAL	indiferente	0
7482	AVENTAL IMPERMEAVEL COM BARREIRA DE FILTRACAO PARA BACTERIAS E VIRUS	indiferente	0
7486	CARBONATO DE LITIO 450 MG COMP DE LIBERACAO PROLONGADA  (CARBOLITIUM CR) (PORT. 344/98 - C1)	indiferente	0
7490	CITRATO DE TOFACITINIBE 5MG	indiferente	0
7494	CLORETO DE SODIO 09% 500ML	indiferente	0
7495	 AMANTADINA CLORIDRATO 100MG  (PORT. 344/98 - C1)	indiferente	0
7496	CLORIDRATO DE ANAGRELIDA 05MG	indiferente	0
7497	CLORIDRATO DE CINACALCETE 30MG	indiferente	0
7498	DULOXETINA CLORIDRATO 60 MG CAPS LIBERACAO RETARDADA (PORT. 344/98 - C1)	indiferente	0
7502	METILFENIDATO CLORIDRATO 18 MG (PORT. 344/98 - A3)	indiferente	0
7504	METILFENIDATO CLORIDRATO 54 MG COMP (PORT. 344/98 - A3)	indiferente	0
7509	CLORIDRATO DE TIZANIDINA 2MG	indiferente	0
7511	TRAMADOL (CLORIDRATO) PARACETAMOL, 37,5MG + PARACETAMOL 325MG. PORT. 344/98	indiferente	0
7513	VENLAFAXINA CLORIDRATO 37,5 MG CAPS  (PORT. 344/98 - C1)	indiferente	0
7518	CUMARINA TROXERRUTINA 15MG 90MG	indiferente	0
7519	CISTEAMINE 150MG CAPSULA	indiferente	0
7520	DAPAGLIFLOZINA 10MG COMP	indiferente	0
7524	DEKAS PLUS CAPSULA	indiferente	0
7525	DEKAS PLUS	indiferente	0
7528	DIMESILATO DE LISDEXANFETAMINA 50 MG (VENVANSE)	indiferente	0
7529	DIMESILATO DE LISDEXANFETAMINA 70 MG (VENVANCE)	indiferente	0
7532	DIVALPROATO DE SODIO 500 MG COMP  (PORT. 344/98 - C1)	indiferente	0
7533	DUTASTERIDA 05MG CLORIDRATO DE TANSULOSINA 04MG LIBERACAO PR	indiferente	0
7534	ELTROMBOPAGUE OLAMINA 25 MG (REVOLADE)	indiferente	0
7536	EMPAGLIFLOZINA 25MG	indiferente	0
7538	ENZALUTAMIDA 40MG (XTANDI)	indiferente	0
7544	ESCITALOPRAM 10 MG COMP (PORT. 344/98 - C1)	indiferente	0
7546	ESILATO DE NINTEDANIBE 150MG	indiferente	0
7552	EVEROLIMO 10MG (AFINITOR)	indiferente	0
7554	EVOLOCUMABE 140MG	indiferente	0
7556	EZETIMIBA 10MG	indiferente	0
7566	GALANTAMINA 24 MG CAPS  (PORT. 344/98 - C1)	indiferente	0
7567	GALSULFASE 5MG5ML	indiferente	0
7568	GLIMEPIRIDA 4MG	indiferente	0
7573	HIALURONATO DE SODIO 20MG SOLUCAO INJETAVEL	indiferente	0
7581	INSULINA DEGLUDECA 100 U/mL + LIRAGLUTIDA 3,6 mg/mL (XULTOPHY)	indiferente	0
7582	INSULINA DEGLUDECA 100UI/ML SIST APLIC + CARPULE 3ML (TRESIBA)	indiferente	0
7582	INSULINA DEGLUDECA 100 UI/ML SOL INJ 3ML-CANETA PREENCHIDA	indiferente	0
7583	INSULINA GLARGINA 100 UI/ML SOL INJ 3ML	indiferente	0
7585	INSULINA GLULISINA 100UIML	indiferente	0
7586	INSULINA DETEMIR 100UI/ML SIST APLIC + CARPULE 3ML (LEVEMIR)	indiferente	0
7586	INSULINA DETEMIR 100UIML	indiferente	0
7587	INSULINA LISPRO 100 UIML CARPULE 3 ML (MIX 25)	indiferente	0
7588	TOSILATO DE SORAFENIBE 200MG (NEXAVAR)	indiferente	0
7593	LACOSAMIDA 50 MG (LACOTEM)	indiferente	0
7596	LATANOPROSTA 50 MCG/ML SOLUCAO OFTALMICA	indiferente	0
7597	LEFLUNOMIDA 20MG (PORT. 344/98-C1)	indiferente	0
7598	LENALIDOMIDA 5MG (REVLIMID)	indiferente	0
7599	LENALIDOMIDA 10MG	indiferente	0
7600	LENALIDOMIDA 25MG	indiferente	0
7601	LETROZOL 25MG	indiferente	0
7602	LEVETIRACETAM 750 MG (ILUDRAL)(PORT. 344/98 - C1)	indiferente	0
7603	LEVODOPA 100MG BENZERAZIDA 25MG DISPERSIVEIS	indiferente	0
7605	LINAGLIPTINA 5MG	indiferente	0
7606	LIRAGLUTIDA 60 MGML (VICTOZA)	indiferente	0
7607	LIRAGLUTIDA 60 MGML (3ML) 06MG12MG18MG24MG3MG	indiferente	0
7610	MALEATO DE FLUVOXAMINA 100MG	indiferente	0
7611	MESALAZINA 500MG (MESACOL)  SUPOSITORIO	indiferente	0
7612	MESALAZINA 1200MG (12G) LIBERACAO PROLONGADA	indiferente	0
7616	MIRABEGRONA 50MG LIBERACAO PROLONGADA (MYRBETRIC)	indiferente	0
7620	OBINUTUZUMABE 1000MG40ML (GAZYVA)	indiferente	0
7627	OSIMERTINIBE 80MG (TAGRISSO)	indiferente	0
7630	PALMITATO DE PALIPERIDONA 100 MG/ML SUSPENSAO DE LIBERACAO PROLONGADA SERINGA 1ML(INVERGA)	indiferente	0
7631	PALMITATO DE PALIPERIDONA 150 MG SUSPENSAO INJETAVEL DE LIBERAÇÃO PROLONGADA, SERINGA PREENCHIDA 1,5ML (INVERGA)	indiferente	0
7632	PALIPERIDONA PALMITATO 75MG SER PREENCHIDA LIB PROLONGADA 0,75ML (INVEGA)	indiferente	0
7632	PALMITATO DE PALIPERIDONA 75MG SUSPENSÃO  INJETAVEL DE LIBERAÇÃO PROLONGADO 0,75ML (INVEGA)	indiferente	0
7636	PEMBROLIZUMABE 100 MG/4ML (KEYTRUDA)	indiferente	0
7640	PERSEA AMERICANA MILL GLYCINE MAX L MERR 100MG200MG (PIASCLEDINE)	indiferente	0
7641	PLERIXAFOR 20MGML	indiferente	0
7643	PREGABALINA 75MG CAPS (PORT. 344/98 - C1)	indiferente	0
7644	PREGABALINA 150 MG CAPS (RANBAXY)  (PORT. 344/98 - C1)	indiferente	0
7645	DIAZOXIDE 100MG (PROGLICEM)	indiferente	0
7647	REGORAFENIBE 40MG	indiferente	0
7648	RILUZOL 50MG	indiferente	0
7649	RIOCIGUATE 2,5MG (ADEMPAS)	indiferente	0
7652	RIVAROXABANA 10MG	indiferente	0
7657	FOSFATO DE RUXOLITINIBE 20MG (JAKAVI)	indiferente	0
7658	SECUQUINUMABE 150MGML	indiferente	0
7660	SITAGLIPTINA METFORMINA 50MG/1000MG	indiferente	0
7662	METOPROLOL 25MG (SUCCINATO)	indiferente	0
7663	GLICOSAMINA + CONDROTINA 1500 MG+1200MG PÓ PARA SOLUÇÃO	indiferente	0
7667	SUNITINIBE MALATO 25MG	indiferente	0
7672	TEMOZOLOMIDA 5MG	indiferente	0
7673	TERIPARATIDA 250 MCG (FORTEO)	indiferente	0
7675	TIOPRONIM 100MG	indiferente	0
7677	TOCILIZUMABE 162MG09ML	indiferente	0
7686	VILDAGLIPTINA 50MG	indiferente	0
7864	DIENOGESTE 2MG	indiferente	0
7867	DIOSMINA 450MG HESPERIDINA 50MG	indiferente	0
7868	INSULINA LISPRO 100UI/ML SIST APLIC + CARPULE 3ML	indiferente	0
7868	INSULINA LISPRO 100UIML	indiferente	0
8051	SONDA PARA ASPIRACAO TRAQUEAL N8 (EMBRAMED)	indiferente	0
8052	SONDA PARA ASPIRACAO TRAQUEAL Nº 12	indiferente	0
8052	SONDA PARA ASPIRACAO TRAQUEAL N 12 (EMBRAMED)	indiferente	0
8100	SONDA URETRAL N 10 (SOLIDOR)	indiferente	0
8101	FRALDA DESCARTAVEL INFANTIL XXG ACIMA DE 15KG (MAMYPOKO) - J	indiferente	0
8191	FORMULA SEGUIMENTO A BASE DE SOJA (800G) - APTAMIL PROEXPERT	indiferente	0
8235	TUBO ROTH DUPLO COM GANCHO PARA SOLDA INFERIOR DIREITO 022	indiferente	0
8242	MESILATO DE LENVATINIBE 10MG	indiferente	0
8243	MESILATO DE LENVATINIBE 4MG	indiferente	0
